method,size,range,distribution,ordered,time
quickSort,8000000,30000,zeros,True,7.921427249908447
mergeSort,6000000,30000,zeros,True,23.623778104782104
binarySort,7000000,30000,zeros,True,10.494737148284912
quickSort,9000000,30000,zeros,True,9.758578062057495
binarySort,8000000,30000,zeros,True,12.274879693984985
mergeSort,7000000,30000,zeros,True,27.208987712860107
quickSort,10000000,30000,zeros,True,10.10659122467041
binarySort,9000000,30000,zeros,True,13.33072280883789
mergeSort,8000000,30000,zeros,True,31.144765615463257
quickSort,1000000,40000,zeros,True,0.7576041221618652
mergeSort,1000000,40000,zeros,True,3.5173914432525635
binarySort,1000000,40000,zeros,True,1.4518218040466309
quickSort,2000000,40000,zeros,True,1.5869977474212646
binarySort,10000000,30000,zeros,True,15.236754179000854
mergeSort,2000000,40000,zeros,True,7.2114198207855225
binarySort,2000000,40000,zeros,True,3.1029913425445557
quickSort,3000000,40000,zeros,True,2.705719232559204
mergeSort,9000000,30000,zeros,True,36.64184093475342
quickSort,4000000,40000,zeros,True,3.716301679611206
binarySort,3000000,40000,zeros,True,4.507292985916138
mergeSort,3000000,40000,zeros,True,11.152948141098022
binarySort,4000000,40000,zeros,True,6.108540058135986
quickSort,5000000,40000,zeros,True,4.689123153686523
mergeSort,10000000,30000,zeros,True,40.64789438247681
mergeSort,4000000,40000,zeros,True,15.07001519203186
binarySort,5000000,40000,zeros,True,8.04857611656189
quickSort,6000000,40000,zeros,True,6.138035297393799
mergeSort,5000000,40000,zeros,True,19.023754596710205
quickSort,7000000,40000,zeros,True,7.137322902679443
binarySort,6000000,40000,zeros,True,9.239697933197021
mergeSort,6000000,40000,zeros,True,23.09847378730774
quickSort,8000000,40000,zeros,True,8.475799322128296
binarySort,7000000,40000,zeros,True,10.959938764572144
quickSort,9000000,40000,zeros,True,10.032493352890015
binarySort,8000000,40000,zeros,True,12.976170778274536
mergeSort,7000000,40000,zeros,True,27.398980855941772
quickSort,10000000,40000,zeros,True,10.569206237792969
binarySort,9000000,40000,zeros,True,14.403877258300781
mergeSort,8000000,40000,zeros,True,32.146339893341064
quickSort,1000000,50000,zeros,True,0.9181461334228516
mergeSort,1000000,50000,zeros,True,3.481673002243042
binarySort,1000000,50000,zeros,True,1.652411937713623
quickSort,2000000,50000,zeros,True,1.7073793411254883
binarySort,10000000,40000,zeros,True,16.058951139450073
mergeSort,2000000,50000,zeros,True,7.3593645095825195
mergeSort,9000000,40000,zeros,True,36.5823769569397
quickSort,3000000,50000,zeros,True,2.736143112182617
binarySort,2000000,50000,zeros,True,3.1058413982391357
quickSort,4000000,50000,zeros,True,3.8773550987243652
binarySort,3000000,50000,zeros,True,4.580748796463013
mergeSort,3000000,50000,zeros,True,11.204495191574097
binarySort,4000000,50000,zeros,True,6.231433391571045
quickSort,5000000,50000,zeros,True,5.17609167098999
mergeSort,10000000,40000,zeros,True,41.28218364715576
mergeSort,4000000,50000,zeros,True,15.310633897781372
quickSort,6000000,50000,zeros,True,6.049185037612915
binarySort,5000000,50000,zeros,True,7.876384735107422
mergeSort,5000000,50000,zeros,True,20.00809907913208
quickSort,7000000,50000,zeros,True,7.6568145751953125
binarySort,6000000,50000,zeros,True,9.639918327331543
mergeSort,6000000,50000,zeros,True,23.717230558395386
quickSort,8000000,50000,zeros,True,9.543044328689575
binarySort,7000000,50000,zeros,True,11.281218767166138
quickSort,9000000,50000,zeros,True,10.33088994026184
binarySort,8000000,50000,zeros,True,12.819329977035522
mergeSort,7000000,50000,zeros,True,27.97673201560974
quickSort,10000000,50000,zeros,True,10.512996912002563
binarySort,9000000,50000,zeros,True,14.370305061340332
mergeSort,8000000,50000,zeros,True,31.980443000793457
quickSort,1000000,10000,right_skewed,True,1.2552146911621094
mergeSort,1000000,10000,right_skewed,True,3.863764762878418
binarySort,1000000,10000,right_skewed,True,1.456073522567749
quickSort,2000000,10000,right_skewed,True,2.726060390472412
binarySort,10000000,50000,zeros,True,16.579739093780518
mergeSort,9000000,50000,zeros,True,36.695590019226074
mergeSort,2000000,10000,right_skewed,True,7.682395696640015
binarySort,2000000,10000,right_skewed,True,2.97810697555542
quickSort,3000000,10000,right_skewed,True,4.207081079483032
binarySort,3000000,10000,right_skewed,True,4.631584405899048
quickSort,4000000,10000,right_skewed,True,5.635312795639038
mergeSort,3000000,10000,right_skewed,True,11.977989673614502
binarySort,4000000,10000,right_skewed,True,6.0910422801971436
mergeSort,10000000,50000,zeros,True,41.530598402023315
quickSort,5000000,10000,right_skewed,True,9.448766946792603
mergeSort,4000000,10000,right_skewed,True,16.02035093307495
binarySort,5000000,10000,right_skewed,True,8.064128160476685
quickSort,6000000,10000,right_skewed,True,8.817042827606201
mergeSort,5000000,10000,right_skewed,True,20.688880920410156
binarySort,6000000,10000,right_skewed,True,9.751455545425415
quickSort,7000000,10000,right_skewed,True,11.246549129486084
mergeSort,6000000,10000,right_skewed,True,25.52317786216736
binarySort,7000000,10000,right_skewed,True,11.515064239501953
quickSort,8000000,10000,right_skewed,True,14.010246276855469
binarySort,8000000,10000,right_skewed,True,13.392910480499268
mergeSort,7000000,10000,right_skewed,True,29.891481161117554
quickSort,9000000,10000,right_skewed,True,15.160187482833862
mergeSort,8000000,10000,right_skewed,True,34.31622672080994
binarySort,9000000,10000,right_skewed,True,14.689750671386719
quickSort,10000000,10000,right_skewed,True,16.57877469062805
quickSort,1000000,20000,right_skewed,True,1.2339692115783691
mergeSort,1000000,20000,right_skewed,True,3.3940961360931396
binarySort,1000000,20000,right_skewed,True,1.4874165058135986
binarySort,10000000,10000,right_skewed,True,16.574554443359375
quickSort,2000000,20000,right_skewed,True,2.583498239517212
mergeSort,9000000,10000,right_skewed,True,38.935654401779175
binarySort,2000000,20000,right_skewed,True,3.1662206649780273
quickSort,3000000,20000,right_skewed,True,4.487218379974365
mergeSort,2000000,20000,right_skewed,True,7.615422248840332
binarySort,3000000,20000,right_skewed,True,4.883602857589722
quickSort,4000000,20000,right_skewed,True,6.497500658035278
mergeSort,3000000,20000,right_skewed,True,12.070414543151855
binarySort,4000000,20000,right_skewed,True,6.679828643798828
mergeSort,10000000,10000,right_skewed,True,43.92997980117798
quickSort,5000000,20000,right_skewed,True,7.882505416870117
mergeSort,4000000,20000,right_skewed,True,16.47384738922119
binarySort,5000000,20000,right_skewed,True,8.421606302261353
quickSort,6000000,20000,right_skewed,True,9.411635875701904
mergeSort,5000000,20000,right_skewed,True,20.39265537261963
binarySort,6000000,20000,right_skewed,True,10.172990322113037
quickSort,7000000,20000,right_skewed,True,11.55686616897583
mergeSort,6000000,20000,right_skewed,True,25.080760955810547
binarySort,7000000,20000,right_skewed,True,12.24497652053833
quickSort,8000000,20000,right_skewed,True,15.023573637008667
mergeSort,7000000,20000,right_skewed,True,29.728858709335327
binarySort,8000000,20000,right_skewed,True,13.892581224441528
quickSort,9000000,20000,right_skewed,True,16.331109046936035
mergeSort,8000000,20000,right_skewed,True,33.836851596832275
binarySort,9000000,20000,right_skewed,True,15.894131183624268
quickSort,10000000,20000,right_skewed,True,17.81967806816101
quickSort,1000000,30000,right_skewed,True,1.171621561050415
mergeSort,1000000,30000,right_skewed,True,3.6626274585723877
binarySort,1000000,30000,right_skewed,True,1.6220316886901855
binarySort,10000000,20000,right_skewed,True,17.698203086853027
quickSort,2000000,30000,right_skewed,True,2.837358236312866
mergeSort,9000000,20000,right_skewed,True,38.953548192977905
binarySort,2000000,30000,right_skewed,True,3.1422884464263916
quickSort,3000000,30000,right_skewed,True,4.394700765609741
mergeSort,2000000,30000,right_skewed,True,7.551540374755859
binarySort,3000000,30000,right_skewed,True,4.8020288944244385
quickSort,4000000,30000,right_skewed,True,6.361726999282837
mergeSort,3000000,30000,right_skewed,True,12.050379276275635
binarySort,4000000,30000,right_skewed,True,6.751522541046143
mergeSort,10000000,20000,right_skewed,True,44.49594044685364
quickSort,5000000,30000,right_skewed,True,8.495272874832153
mergeSort,4000000,30000,right_skewed,True,16.11639094352722
binarySort,5000000,30000,right_skewed,True,8.491767883300781
quickSort,6000000,30000,right_skewed,True,9.901087284088135
mergeSort,5000000,30000,right_skewed,True,20.908417463302612
binarySort,6000000,30000,right_skewed,True,10.197967290878296
quickSort,7000000,30000,right_skewed,True,13.234337329864502
mergeSort,6000000,30000,right_skewed,True,25.012702226638794
binarySort,7000000,30000,right_skewed,True,11.965997457504272
quickSort,8000000,30000,right_skewed,True,13.89266848564148
binarySort,8000000,30000,right_skewed,True,14.115673780441284
mergeSort,7000000,30000,right_skewed,True,29.817874908447266
quickSort,9000000,30000,right_skewed,True,15.837580442428589
mergeSort,8000000,30000,right_skewed,True,34.00178337097168
binarySort,9000000,30000,right_skewed,True,15.655201435089111
quickSort,10000000,30000,right_skewed,True,18.841453075408936
quickSort,1000000,40000,right_skewed,True,1.2957937717437744
mergeSort,1000000,40000,right_skewed,True,3.819035768508911
binarySort,10000000,30000,right_skewed,True,18.52249503135681
binarySort,1000000,40000,right_skewed,True,1.7197258472442627
mergeSort,9000000,30000,right_skewed,True,39.90008187294006
quickSort,2000000,40000,right_skewed,True,2.952847957611084
binarySort,2000000,40000,right_skewed,True,3.56929349899292
quickSort,3000000,40000,right_skewed,True,4.8588478565216064
mergeSort,2000000,40000,right_skewed,True,8.07313847541809
binarySort,3000000,40000,right_skewed,True,5.50991153717041
quickSort,4000000,40000,right_skewed,True,6.798908233642578
mergeSort,3000000,40000,right_skewed,True,12.66495394706726
mergeSort,10000000,30000,right_skewed,True,45.253039598464966
binarySort,4000000,40000,right_skewed,True,7.2286155223846436
quickSort,5000000,40000,right_skewed,True,8.602799654006958
mergeSort,4000000,40000,right_skewed,True,16.72951650619507
binarySort,5000000,40000,right_skewed,True,8.77599287033081
quickSort,6000000,40000,right_skewed,True,10.427596092224121
mergeSort,5000000,40000,right_skewed,True,20.738188982009888
binarySort,6000000,40000,right_skewed,True,10.991848707199097
quickSort,7000000,40000,right_skewed,True,12.243335962295532
mergeSort,6000000,40000,right_skewed,True,25.864261388778687
binarySort,7000000,40000,right_skewed,True,12.984279155731201
quickSort,8000000,40000,right_skewed,True,14.5848867893219
mergeSort,7000000,40000,right_skewed,True,29.86160659790039
binarySort,8000000,40000,right_skewed,True,14.777434825897217
quickSort,9000000,40000,right_skewed,True,17.10396146774292
mergeSort,8000000,40000,right_skewed,True,34.44347834587097
binarySort,9000000,40000,right_skewed,True,16.83193850517273
quickSort,10000000,40000,right_skewed,True,18.569856643676758
quickSort,1000000,50000,right_skewed,True,1.3437793254852295
mergeSort,1000000,50000,right_skewed,True,3.51751708984375
mergeSort,9000000,40000,right_skewed,True,39.181002378463745
binarySort,10000000,40000,right_skewed,True,18.775597095489502
binarySort,1000000,50000,right_skewed,True,1.5416226387023926
quickSort,2000000,50000,right_skewed,True,2.872908353805542
binarySort,2000000,50000,right_skewed,True,3.252331495285034
mergeSort,2000000,50000,right_skewed,True,7.620539665222168
quickSort,3000000,50000,right_skewed,True,4.967700958251953
binarySort,3000000,50000,right_skewed,True,5.378695726394653
quickSort,4000000,50000,right_skewed,True,6.536807060241699
mergeSort,3000000,50000,right_skewed,True,12.427424430847168
binarySort,4000000,50000,right_skewed,True,6.839243650436401
mergeSort,10000000,40000,right_skewed,True,44.580514430999756
quickSort,5000000,50000,right_skewed,True,9.199590682983398
mergeSort,4000000,50000,right_skewed,True,16.35597562789917
binarySort,5000000,50000,right_skewed,True,8.914524793624878
quickSort,6000000,50000,right_skewed,True,9.999521493911743
mergeSort,5000000,50000,right_skewed,True,20.701775074005127
binarySort,6000000,50000,right_skewed,True,10.77906322479248
quickSort,7000000,50000,right_skewed,True,12.57391619682312
mergeSort,6000000,50000,right_skewed,True,25.307663917541504
binarySort,7000000,50000,right_skewed,True,12.58103609085083
quickSort,8000000,50000,right_skewed,True,14.104145526885986
mergeSort,7000000,50000,right_skewed,True,29.607142210006714
binarySort,8000000,50000,right_skewed,True,14.682118654251099
quickSort,9000000,50000,right_skewed,True,17.20730495452881
mergeSort,8000000,50000,right_skewed,True,34.05735230445862
binarySort,9000000,50000,right_skewed,True,16.30765390396118
quickSort,10000000,50000,right_skewed,True,18.171001434326172
quickSort,1000000,10000,left_skewed,True,0.21583318710327148
mergeSort,1000000,10000,left_skewed,True,3.002703905105591
binarySort,1000000,10000,left_skewed,True,0.7600574493408203
quickSort,2000000,10000,left_skewed,True,0.4543335437774658
binarySort,10000000,50000,right_skewed,True,18.407944202423096
mergeSort,9000000,50000,right_skewed,True,37.81949853897095
quickSort,3000000,10000,left_skewed,True,0.6566390991210938
binarySort,2000000,10000,left_skewed,True,1.3049755096435547
binarySort,3000000,10000,left_skewed,True,2.0569164752960205
mergeSort,2000000,10000,left_skewed,True,6.716176509857178
quickSort,4000000,10000,left_skewed,True,0.9650826454162598
binarySort,4000000,10000,left_skewed,True,3.1696410179138184
quickSort,5000000,10000,left_skewed,True,1.1654813289642334
mergeSort,3000000,10000,left_skewed,True,10.676225900650024
binarySort,5000000,10000,left_skewed,True,3.8508520126342773
quickSort,6000000,10000,left_skewed,True,1.480654239654541
mergeSort,4000000,10000,left_skewed,True,14.347626209259033
mergeSort,10000000,50000,right_skewed,True,44.56811451911926
binarySort,6000000,10000,left_skewed,True,5.088173151016235
quickSort,7000000,10000,left_skewed,True,1.640801191329956
mergeSort,5000000,10000,left_skewed,True,18.02043390274048
quickSort,8000000,10000,left_skewed,True,1.9212865829467773
binarySort,7000000,10000,left_skewed,True,5.401848316192627
binarySort,8000000,10000,left_skewed,True,6.151700258255005
mergeSort,6000000,10000,left_skewed,True,21.727229356765747
quickSort,9000000,10000,left_skewed,True,2.2052059173583984
mergeSort,7000000,10000,left_skewed,True,25.60688877105713
binarySort,9000000,10000,left_skewed,True,7.014674425125122
quickSort,10000000,10000,left_skewed,True,2.358571767807007
mergeSort,8000000,10000,left_skewed,True,29.345882892608643
quickSort,1000000,20000,left_skewed,True,0.24050498008728027
binarySort,10000000,10000,left_skewed,True,7.620678901672363
binarySort,1000000,20000,left_skewed,True,0.6922516822814941
quickSort,2000000,20000,left_skewed,True,0.465085506439209
mergeSort,1000000,20000,left_skewed,True,3.195136308670044
binarySort,2000000,20000,left_skewed,True,1.5779085159301758
quickSort,3000000,20000,left_skewed,True,0.6864731311798096
mergeSort,2000000,20000,left_skewed,True,6.803860664367676
binarySort,3000000,20000,left_skewed,True,2.2868995666503906
mergeSort,9000000,10000,left_skewed,True,33.05800175666809
quickSort,4000000,20000,left_skewed,True,0.9973576068878174
mergeSort,3000000,20000,left_skewed,True,10.4744713306427
binarySort,4000000,20000,left_skewed,True,3.1585190296173096
quickSort,5000000,20000,left_skewed,True,1.1776976585388184
binarySort,5000000,20000,left_skewed,True,3.992489814758301
quickSort,6000000,20000,left_skewed,True,1.4608361721038818
mergeSort,4000000,20000,left_skewed,True,14.116295337677002
mergeSort,10000000,10000,left_skewed,True,37.72294044494629
quickSort,7000000,20000,left_skewed,True,1.6845238208770752
binarySort,6000000,20000,left_skewed,True,4.552685499191284
mergeSort,5000000,20000,left_skewed,True,18.045337677001953
quickSort,8000000,20000,left_skewed,True,1.9328954219818115
binarySort,7000000,20000,left_skewed,True,6.003734588623047
binarySort,8000000,20000,left_skewed,True,6.1824870109558105
mergeSort,6000000,20000,left_skewed,True,21.70423460006714
quickSort,9000000,20000,left_skewed,True,2.277841806411743
mergeSort,7000000,20000,left_skewed,True,25.368269443511963
binarySort,9000000,20000,left_skewed,True,6.881808757781982
quickSort,10000000,20000,left_skewed,True,2.6443066596984863
mergeSort,8000000,20000,left_skewed,True,29.636338710784912
quickSort,1000000,30000,left_skewed,True,0.23283100128173828
binarySort,10000000,20000,left_skewed,True,8.400907039642334
binarySort,1000000,30000,left_skewed,True,0.7735669612884521
quickSort,2000000,30000,left_skewed,True,0.45726656913757324
mergeSort,1000000,30000,left_skewed,True,3.174288511276245
binarySort,2000000,30000,left_skewed,True,1.5516173839569092
quickSort,3000000,30000,left_skewed,True,0.7469103336334229
mergeSort,2000000,30000,left_skewed,True,6.59397554397583
binarySort,3000000,30000,left_skewed,True,2.3799288272857666
quickSort,4000000,30000,left_skewed,True,1.0770692825317383
mergeSort,9000000,20000,left_skewed,True,33.40411734580994
binarySort,4000000,30000,left_skewed,True,3.085885763168335
mergeSort,3000000,30000,left_skewed,True,10.512860298156738
quickSort,5000000,30000,left_skewed,True,1.2106404304504395
binarySort,5000000,30000,left_skewed,True,3.814199209213257
quickSort,6000000,30000,left_skewed,True,1.8070836067199707
mergeSort,10000000,20000,left_skewed,True,37.13970065116882
mergeSort,4000000,30000,left_skewed,True,14.04848575592041
quickSort,7000000,30000,left_skewed,True,1.8943495750427246
binarySort,6000000,30000,left_skewed,True,4.5136847496032715
mergeSort,5000000,30000,left_skewed,True,17.844906330108643
binarySort,7000000,30000,left_skewed,True,5.3787713050842285
quickSort,8000000,30000,left_skewed,True,1.9419236183166504
binarySort,8000000,30000,left_skewed,True,6.099705219268799
mergeSort,6000000,30000,left_skewed,True,21.40787649154663
quickSort,9000000,30000,left_skewed,True,2.7659239768981934
mergeSort,7000000,30000,left_skewed,True,25.409518718719482
binarySort,9000000,30000,left_skewed,True,6.967719554901123
quickSort,10000000,30000,left_skewed,True,2.367258310317993
mergeSort,8000000,30000,left_skewed,True,28.7573459148407
quickSort,1000000,40000,left_skewed,True,0.24488401412963867
binarySort,10000000,30000,left_skewed,True,8.66569185256958
binarySort,1000000,40000,left_skewed,True,0.7830135822296143
mergeSort,1000000,40000,left_skewed,True,3.14374041557312
quickSort,2000000,40000,left_skewed,True,0.4673895835876465
binarySort,2000000,40000,left_skewed,True,1.5391631126403809
quickSort,3000000,40000,left_skewed,True,0.7525143623352051
mergeSort,2000000,40000,left_skewed,True,6.389601945877075
binarySort,3000000,40000,left_skewed,True,2.2769012451171875
quickSort,4000000,40000,left_skewed,True,1.0027000904083252
mergeSort,9000000,30000,left_skewed,True,33.692065954208374
mergeSort,3000000,40000,left_skewed,True,10.092657089233398
binarySort,4000000,40000,left_skewed,True,3.058974266052246
quickSort,5000000,40000,left_skewed,True,1.371035099029541
binarySort,5000000,40000,left_skewed,True,3.714341640472412
quickSort,6000000,40000,left_skewed,True,1.4465422630310059
mergeSort,10000000,30000,left_skewed,True,37.38194489479065
mergeSort,4000000,40000,left_skewed,True,13.821064233779907
quickSort,7000000,40000,left_skewed,True,1.7179017066955566
binarySort,6000000,40000,left_skewed,True,4.5765159130096436
mergeSort,5000000,40000,left_skewed,True,17.507218837738037
quickSort,8000000,40000,left_skewed,True,2.065110683441162
binarySort,7000000,40000,left_skewed,True,5.462152004241943
binarySort,8000000,40000,left_skewed,True,6.2122955322265625
mergeSort,6000000,40000,left_skewed,True,21.72063112258911
quickSort,9000000,40000,left_skewed,True,2.2215888500213623
mergeSort,7000000,40000,left_skewed,True,25.330655574798584
binarySort,9000000,40000,left_skewed,True,7.03165602684021
quickSort,10000000,40000,left_skewed,True,2.3383326530456543
mergeSort,8000000,40000,left_skewed,True,29.63472604751587
binarySort,10000000,40000,left_skewed,True,7.81418776512146
quickSort,1000000,50000,left_skewed,True,0.2585005760192871
binarySort,1000000,50000,left_skewed,True,0.761939287185669
quickSort,2000000,50000,left_skewed,True,0.5048494338989258
mergeSort,1000000,50000,left_skewed,True,3.2029662132263184
binarySort,2000000,50000,left_skewed,True,1.6296555995941162
quickSort,3000000,50000,left_skewed,True,0.736386775970459
mergeSort,2000000,50000,left_skewed,True,7.097779273986816
binarySort,3000000,50000,left_skewed,True,2.4553582668304443
quickSort,4000000,50000,left_skewed,True,1.005629062652588
mergeSort,9000000,40000,left_skewed,True,34.31590676307678
mergeSort,3000000,50000,left_skewed,True,10.881130695343018
binarySort,4000000,50000,left_skewed,True,3.1886396408081055
quickSort,5000000,50000,left_skewed,True,1.1641042232513428
binarySort,5000000,50000,left_skewed,True,3.846031427383423
quickSort,6000000,50000,left_skewed,True,1.5095202922821045
mergeSort,4000000,50000,left_skewed,True,14.17840313911438
mergeSort,10000000,40000,left_skewed,True,38.462918519973755
quickSort,7000000,50000,left_skewed,True,1.8405582904815674
binarySort,6000000,50000,left_skewed,True,4.802546262741089
mergeSort,5000000,50000,left_skewed,True,18.278124809265137
quickSort,8000000,50000,left_skewed,True,1.897599458694458
binarySort,7000000,50000,left_skewed,True,5.820122241973877
binarySort,8000000,50000,left_skewed,True,6.0280866622924805
mergeSort,6000000,50000,left_skewed,True,21.626295804977417
quickSort,9000000,50000,left_skewed,True,2.2021520137786865
mergeSort,7000000,50000,left_skewed,True,25.14923906326294
binarySort,9000000,50000,left_skewed,True,6.843442916870117
quickSort,10000000,50000,left_skewed,True,2.387887716293335
mergeSort,8000000,50000,left_skewed,True,28.990520238876343
binarySort,10000000,50000,left_skewed,True,7.735924959182739
mergeSort,9000000,50000,left_skewed,True,30.963759183883667
mergeSort,10000000,50000,left_skewed,True,31.163495302200317
binarySort,11000000,10000,uniform,True,21.830556392669678
quickSort,11000000,10000,uniform,True,32.08466911315918
quickSort,12000000,10000,uniform,True,37.64062714576721
mergeSort,11000000,10000,uniform,True,39.54804873466492
binarySort,12000000,10000,uniform,True,24.27433204650879
mergeSort,12000000,10000,uniform,True,47.397316694259644
quickSort,11000000,20000,uniform,True,37.475096225738525
mergeSort,11000000,20000,uniform,True,44.486308336257935
binarySort,11000000,20000,uniform,True,26.477272510528564
quickSort,12000000,20000,uniform,True,41.64753818511963
binarySort,12000000,20000,uniform,True,27.614574193954468
mergeSort,12000000,20000,uniform,True,49.551130533218384
quickSort,11000000,30000,uniform,True,39.44435214996338
binarySort,11000000,30000,uniform,True,24.26447319984436
mergeSort,11000000,30000,uniform,True,43.569669246673584
quickSort,12000000,30000,uniform,True,40.38468837738037
binarySort,12000000,30000,uniform,True,26.415194511413574
mergeSort,12000000,30000,uniform,True,48.23786377906799
binarySort,11000000,40000,uniform,True,25.572054386138916
quickSort,11000000,40000,uniform,True,39.13784193992615
mergeSort,11000000,40000,uniform,True,43.441312074661255
quickSort,12000000,40000,uniform,True,41.97767519950867
binarySort,12000000,40000,uniform,True,27.93919038772583
mergeSort,12000000,40000,uniform,True,48.99836254119873
quickSort,11000000,50000,uniform,True,38.38685846328735
binarySort,11000000,50000,uniform,True,25.46773386001587
mergeSort,11000000,50000,uniform,True,44.326741456985474
binarySort,12000000,50000,uniform,True,28.697200536727905
quickSort,12000000,50000,uniform,True,43.82264542579651
quickSort,11000000,10000,normal,True,35.271851778030396
mergeSort,12000000,50000,uniform,True,49.4891197681427
binarySort,11000000,10000,normal,True,23.99277925491333
mergeSort,11000000,10000,normal,True,44.981719732284546
quickSort,12000000,10000,normal,True,39.57344055175781
binarySort,12000000,10000,normal,True,26.43372917175293
mergeSort,12000000,10000,normal,True,49.19735050201416
quickSort,11000000,20000,normal,True,37.60548806190491
binarySort,11000000,20000,normal,True,25.55448889732361
mergeSort,11000000,20000,normal,True,45.956308364868164
quickSort,12000000,20000,normal,True,40.10887098312378
binarySort,12000000,20000,normal,True,27.760180234909058
mergeSort,12000000,20000,normal,True,50.14572858810425
quickSort,11000000,30000,normal,True,36.57133436203003
binarySort,11000000,30000,normal,True,25.07286763191223
mergeSort,11000000,30000,normal,True,45.8918137550354
binarySort,12000000,30000,normal,True,28.206355333328247
quickSort,12000000,30000,normal,True,43.3903751373291
mergeSort,12000000,30000,normal,True,51.316218852996826
quickSort,11000000,40000,normal,True,40.01710367202759
binarySort,11000000,40000,normal,True,26.281745195388794
mergeSort,11000000,40000,normal,True,46.574501514434814
quickSort,12000000,40000,normal,True,44.351171016693115
binarySort,12000000,40000,normal,True,29.69594669342041
mergeSort,12000000,40000,normal,True,51.35878944396973
quickSort,11000000,50000,normal,True,39.83407378196716
binarySort,11000000,50000,normal,True,26.619771003723145
mergeSort,11000000,50000,normal,True,47.819908142089844
quickSort,12000000,50000,normal,True,46.97558069229126
binarySort,12000000,50000,normal,True,29.554260730743408
mergeSort,12000000,50000,normal,True,51.9957492351532
quickSort,11000000,10000,bimodal,True,34.725032806396484
binarySort,11000000,10000,bimodal,True,24.507683277130127
mergeSort,11000000,10000,bimodal,True,47.35784864425659
binarySort,12000000,10000,bimodal,True,27.718337535858154
quickSort,12000000,10000,bimodal,True,41.46536588668823
mergeSort,12000000,10000,bimodal,True,52.88857078552246
quickSort,11000000,20000,bimodal,True,38.979262828826904
binarySort,11000000,20000,bimodal,True,25.882970333099365
mergeSort,11000000,20000,bimodal,True,47.84995627403259
binarySort,12000000,20000,bimodal,True,28.66311001777649
quickSort,12000000,20000,bimodal,True,43.13968348503113
mergeSort,12000000,20000,bimodal,True,52.39802145957947
quickSort,11000000,30000,bimodal,True,38.96718621253967
binarySort,11000000,30000,bimodal,True,26.244983673095703
mergeSort,11000000,30000,bimodal,True,47.934823989868164
binarySort,12000000,30000,bimodal,True,29.35019016265869
quickSort,12000000,30000,bimodal,True,42.94094634056091
mergeSort,12000000,30000,bimodal,True,52.87751317024231
quickSort,11000000,40000,bimodal,True,40.048500776290894
binarySort,11000000,40000,bimodal,True,28.879701375961304
mergeSort,11000000,40000,bimodal,True,54.70604419708252
binarySort,12000000,40000,bimodal,True,35.604917764663696
quickSort,12000000,40000,bimodal,True,54.39267873764038
mergeSort,12000000,40000,bimodal,True,63.28913855552673
quickSort,11000000,50000,bimodal,True,47.59067511558533
binarySort,11000000,50000,bimodal,True,29.85834550857544
mergeSort,11000000,50000,bimodal,True,53.520403146743774
quickSort,11000000,10000,zeros,True,12.000556945800781
quickSort,12000000,50000,bimodal,True,49.18840432167053
binarySort,12000000,50000,bimodal,True,32.80182409286499
quickSort,12000000,10000,zeros,True,13.244396209716797
binarySort,11000000,10000,zeros,True,17.1977596282959
mergeSort,12000000,50000,bimodal,True,59.947810649871826
binarySort,12000000,10000,zeros,True,18.15815234184265
quickSort,11000000,20000,zeros,True,12.474454641342163
mergeSort,11000000,10000,zeros,True,47.6087691783905
binarySort,11000000,20000,zeros,True,17.762989044189453
quickSort,12000000,20000,zeros,True,13.803903102874756
mergeSort,12000000,10000,zeros,True,51.49823760986328
quickSort,11000000,30000,zeros,True,13.383554935455322
binarySort,12000000,20000,zeros,True,19.43993091583252
mergeSort,11000000,20000,zeros,True,46.456034898757935
quickSort,12000000,30000,zeros,True,13.90092158317566
binarySort,11000000,30000,zeros,True,17.659189224243164
mergeSort,12000000,20000,zeros,True,51.704039096832275
binarySort,12000000,30000,zeros,True,19.595671892166138
quickSort,11000000,40000,zeros,True,12.730169534683228
mergeSort,11000000,30000,zeros,True,47.69317626953125
binarySort,11000000,40000,zeros,True,18.64093041419983
quickSort,12000000,40000,zeros,True,14.182092428207397
mergeSort,12000000,30000,zeros,True,51.96832013130188
quickSort,11000000,50000,zeros,True,14.76679801940918
binarySort,12000000,40000,zeros,True,21.187929153442383
mergeSort,11000000,40000,zeros,True,48.24456024169922
quickSort,12000000,50000,zeros,True,13.759851455688477
binarySort,11000000,50000,zeros,True,17.61666178703308
mergeSort,12000000,40000,zeros,True,51.94668102264404
binarySort,12000000,50000,zeros,True,19.436053037643433
mergeSort,11000000,50000,zeros,True,44.9034104347229
quickSort,11000000,10000,right_skewed,True,19.18983745574951
binarySort,11000000,10000,right_skewed,True,18.565088272094727
mergeSort,12000000,50000,zeros,True,49.406351804733276
quickSort,12000000,10000,right_skewed,True,19.57612657546997
mergeSort,11000000,10000,right_skewed,True,47.85707187652588
binarySort,12000000,10000,right_skewed,True,20.01706099510193
quickSort,11000000,20000,right_skewed,True,19.773760557174683
binarySort,11000000,20000,right_skewed,True,19.614676237106323
quickSort,12000000,20000,right_skewed,True,21.294118642807007
mergeSort,12000000,10000,right_skewed,True,51.56390738487244
mergeSort,11000000,20000,right_skewed,True,47.37779140472412
quickSort,11000000,30000,right_skewed,True,19.88957643508911
